;------------------------------------------------------------
;1 灵梦
;------------------------------------------------------------
; 立绘尺寸
EagloV1_颜像范围,EagloV_1.webp,0,0,300,300,-100,0
EagloV1_立绘尺寸,EagloV_1.webp,0,0,500,500
;demo
別立ち5_服_通常_1,EagloV_1.webp,0,0,494,500,6,0,,500,500
別顔5_服_通常_1,EagloV_1.webp,94,0,300,300,0,0,,300,300
EagloV1_颜效_心眼,EagloV_1.webp,361,1000,67,19,221,112,,500,500
EagloV1_颜效_闭目眼泪,EagloV_1.webp,99,1000,94,20,207,114,,500,500
EagloV1_颜效_笑目眼泪,EagloV_1.webp,99,1000,94,20,207,114,,500,500
EagloV1_颜效_睁目眼泪,EagloV_1.webp,193,1000,88,20,211,119,,500,500
EagloV1_颜效_睁目黑线,EagloV_1.webp,566,982,14,14,282,127,,500,500
EagloV1_颜效_闭目黑线,EagloV_1.webp,566,982,14,14,282,127,,500,500
EagloV1_颜效_颊红,EagloV_1.webp,698,942,106,34,202,124,,500,500
EagloV1_丁液_先汁,EagloV_1.webp,967,638,23,120,266,298,,500,500
EagloV1_丁液_垂精,EagloV_1.webp,967,638,23,120,266,298,,500,500
EagloV1_丁液_射精,EagloV_1.webp,823,0,167,393,231,31,,500,500
EagloV1_丁日_丁日,EagloV_1.webp,1037,638,86,198,217,302,,500,500
EagloV1_眉_挑眉,EagloV_1.webp,281,1000,80,17,214,89,,500,500
EagloV1_眉_常眉,EagloV_1.webp,428,1000,84,15,207,91,,500,500
EagloV1_眉_皱眉,EagloV_1.webp,494,982,72,15,214,91,,500,500
EagloV1_目_笑目,EagloV_1.webp,0,1000,99,24,204,107,,500,500
EagloV1_目_闭目,EagloV_1.webp,0,1000,99,24,204,107,,500,500
EagloV1_目_单目,EagloV_1.webp,797,976,101,32,202,107,,500,500
EagloV1_目_半目,EagloV_1.webp,692,982,105,35,201,104,,500,500
EagloV1_目_常目,EagloV_1.webp,494,942,102,40,202,99,,500,500
EagloV1_目_暗目,EagloV_1.webp,590,982,102,40,202,99,,500,500
EagloV1_目_白目,EagloV_1.webp,596,942,102,40,202,99,,500,500
EagloV1_鼻_鼻,EagloV_1.webp,546,997,24,15,242,124,,500,500
EagloV1_颜效_面红,EagloV_1.webp,804,909,51,52,227,93,,500,500
EagloV1_口_大笑,EagloV_1.webp,512,997,34,21,242,142,,500,500
EagloV1_口_大口,EagloV_1.webp,570,996,20,17,249,146,,500,500
EagloV1_口_小口,EagloV_1.webp,748,909,17,17,251,146,,500,500
EagloV1_口_撇口,EagloV_1.webp,281,1017,22,7,249,151,,500,500
EagloV1_口_闭口,EagloV_1.webp,303,1017,17,5,251,151,,500,500
EagloV1_口_笑口,EagloV_1.webp,428,1015,23,9,247,147,,500,500
EagloV1_服躯_常服,EagloV_1.webp,494,500,473,324,27,176,,500,500
EagloV1_胸罩,EagloV_1.webp,726,824,159,85,179,228,,500,500
EagloV1_特效_创可贴,EagloV_1.webp,726,909,22,29,246,442,,500,500
EagloV1_胖次_灯笼裤,EagloV_1.webp,494,824,232,118,141,382,,500,500
EagloV1_胖次,EagloV_1.webp,885,824,152,84,182,402,,500,500
EagloV1_服躯_白无垢,EagloV_1.webp,494,0,329,500,82,0,,500,500
;EagloV1_裸腹_妊肚,EagloV_1.webp,967,393,159,245,177,216,,500,500
EagloV1_特效_妊肚,EagloV_1.webp,967,393,159,245,177,216,,500,500
EagloV1_裸躯_躯干,EagloV_1.webp,0,500,494,500,6,0,,500,500

;------------------------------------------------------------
;17 爱丽丝
;------------------------------------------------------------
; 立绘尺寸
EagloV17_颜像范围,EagloV_17.webp,0,0,300,300,-100,0
EagloV17_立绘尺寸,EagloV_17.webp,0,0,500,500
;demo
別立ち4_服_通常_17,EagloV_17.webp,0,0,439,498,37,2,,500,500
別顔4_服_通常_17,EagloV_17.webp,63,0,300,298,0,2,,300,300
EagloV17_特效_人偶愤怒,EagloV_17.webp,938,798,144,50,64,221,,500,500
EagloV17_特效_人偶愉悦,EagloV_17.webp,666,615,59,50,64,221,,500,500
EagloV17_特效_人偶欲求,EagloV_17.webp,666,665,59,50,64,221,,500,500
EagloV17_特效_人偶不悦,EagloV_17.webp,666,715,59,50,64,221,,500,500
EagloV17_特效_人偶疑惑,EagloV_17.webp,1168,96,59,50,64,221,,500,500
EagloV17_特效_人偶沉默,EagloV_17.webp,1168,146,59,50,64,221,,500,500
EagloV17_特效_人偶绝顶,EagloV_17.webp,1168,196,59,50,64,221,,500,500
EagloV17_特效_人偶流汗,EagloV_17.webp,1168,246,59,50,64,221,,500,500
EagloV17_特效_人偶悲伤,EagloV_17.webp,1168,296,59,50,64,221,,500,500
EagloV17_特效_人偶惊讶,EagloV_17.webp,1168,346,59,50,64,221,,500,500
EagloV17_特效_人偶羞涩,EagloV_17.webp,1227,377,59,50,64,221,,500,500
EagloV17_特效_人偶睡眠,EagloV_17.webp,1168,396,59,50,64,221,,500,500
EagloV17_特效_人偶颊红,EagloV_17.webp,1227,188,69,12,132,276,,500,500
EagloV17_特效_人偶常目,EagloV_17.webp,1227,200,67,39,136,252,,500,500
EagloV17_特效_人偶闭目,EagloV_17.webp,1227,317,65,30,136,261,,500,500
EagloV17_特效_人偶暗目,EagloV_17.webp,1227,239,67,39,136,252,,500,500
EagloV17_特效_人偶白目,EagloV_17.webp,1227,278,67,39,136,252,,500,500
EagloV17_特效_人偶女仆装,EagloV_17.webp,938,469,224,252,37,166,,500,500
EagloV17_服躯_女仆装,EagloV_17.webp,771,0,397,469,84,31,,500,500
EagloV17_胸罩_黑纱睡衣,EagloV_17.webp,417,498,249,326,159,174,,500,500
EagloV17_特效_人偶人偶师,EagloV_17.webp,417,824,244,252,37,166,,500,500
EagloV17_丁液_射精,EagloV_17.webp,771,469,167,394,311,82,,500,500
EagloV17_丁液_先汁,EagloV_17.webp,736,498,32,30,340,340,,500,500
EagloV17_丁液_垂精,EagloV_17.webp,661,824,22,157,344,346,,500,500
EagloV17_丁日_丁日,EagloV_17.webp,1162,469,122,151,247,349,,500,500
EagloV17_颜效_喘息,EagloV_17.webp,683,863,302,208,100,32,,500,500
EagloV17_颜效_心眼,EagloV_17.webp,1227,347,60,30,211,99,,500,500
EagloV17_颜效_闭目眼泪,EagloV_17.webp,1257,83,81,37,202,99,,500,500
EagloV17_颜效_笑目眼泪,EagloV_17.webp,1257,83,81,37,202,99,,500,500
EagloV17_颜效_睁目眼泪,EagloV_17.webp,1257,83,81,37,202,99,,500,500
EagloV17_颜效_颊红,EagloV_17.webp,666,565,96,50,197,106,,500,500
EagloV17_颜效_睁目黑线,EagloV_17.webp,756,546,14,14,269,109,,500,500
EagloV17_颜效_闭目黑线,EagloV_17.webp,756,546,14,14,269,109,,500,500
EagloV17_眉_挑眉,EagloV_17.webp,1257,49,83,34,193,79,,500,500
EagloV17_眉_皱眉,EagloV_17.webp,1227,154,75,34,193,79,,500,500
EagloV17_眉_常眉,EagloV_17.webp,1227,120,80,34,196,79,,500,500
EagloV17_目_单目,EagloV_17.webp,1168,49,89,47,199,87,,500,500
